,Fecha,Texto,English_text,Autores,Coincidencia_elmundo,Coincidencia_elmundo_relativa,Clase,Label_clase,Clasif_label_zero,Scores_zero,Analisis_sentimiento,Label_sentimiento,Analisis_sentimiento_scd
10,2021-02-07,"el puertorriqueño es el chico del momento. su single 'todo de ti', es un exito global y tiene todas las papeletas para convertirse en la cancion del verano. aunque su sueño no siempre fue la musica. 'no llegue a futbolista, pero se que ponen mi musica antes del...","Puerto Rican is the boy of the moment. his single 'all of you', is a global success and has all the ballots to become the summer song. although his dream wasn't always the music. 'I don't make it to football, but I know they put my music before the...",CRISTINA LUIS  REDA SLAFTI ,0.86,1.0,noticia,1,music,0.968469500541687,0.9933573603630066,1,0.9933573603630066
11,2021-02-07,"el tinerfeño, de 23 años, es el concursante mas longevo del programa y se lleva la tercera cantidad mas alta en la historia del concurso","the Tinerfeno, 23 years old, is the longest contestant of the program and takes the third highest quantity in the history of the contest",PABLO R ROCES,0.72,0.8372093023255813,noticia,1,coronavirus,0.5795711278915405,0.975098192691803,1,0.975098192691803
12,2021-02-07,"este sabado se cumplen 50 años de la muerte del cantante de the doors, cuya tumba parisina aun es lugar de peregrinacion de sus 'fans'. reconstruimos su estancia en la ciudad, donde intento dejar el alcohol y triunfar como escritor. acabo enganchado a la heroina y fallecio de un paro cardiaco en...","This Saturday marks the 50th anniversary of the death of the singer of the doors, whose Parisian tomb is still a place of pilgrimage of his 'fans'. We reconstruct his stay in the city, where I try to leave the alcohol and triumph as a writer. I end up hooked to the heroin and died of a cardiac arrest in...",IAKI GIL,0.76,0.8837209302325582,noticia,1,music,0.6723125576972961,0.8262770771980286,1,0.8262770771980286
13,2021-02-07,"la cartelera se renueva el 2 de julio con fast & furious 9, una superproduccion que huele a exito, pero tambien con el robo del siglo, mandibulas y hombre muerto no sabe vivir.","the billboard is renewed on July 2 with fast & furious 9, a superproduction that smells like success, but also with the theft of the century, mandibulas and dead man does not know how to live.",JAVIER ESTRADA,0.7,0.813953488372093,noticia,1,music,0.4501133859157562,0.6001750230789185,-1,-0.6001750230789185
14,2021-02-07,"la villa amurallada de ainsa esta en todos los rankings como uno de los lugares mas bonitos de españa, por su casco antiguo de origen medieval y por su espectacular entorno en el pirineo oscense, a las puertas del parque nacional de ordesa.","The walled villa of ainsa is in all the rankings as one of the most beautiful places of Spain, for its old town of medieval origin and for its spectacular environment in the pyrineo oscense, at the gates of the national park of ordesa.",M CANALES,0.7,0.813953488372093,noticia,1,coronavirus,0.5294422507286072,0.9997885227203369,1,0.9997885227203369
15,2021-02-07,"tras ibiza y tenerife, la capital se convierte en la sede del tercer retoño (y el primero urbano) de la cadena inspirada en el universo musical en españa. 'jam sessions' en la terraza, sesiones gratuitas de yoga, spa roquero... pasen y oigan.","After ibiza and tenerife, the capital becomes the headquarters of the third (and the first urban) offspring of the chain inspired by the musical universe in Spain. 'jam sessions' on the terrace, free yoga sessions, rock spa... pass and hear.",ISABEL GARCA,0.86,1.0,noticia,1,music,0.9851213097572327,0.9963081479072571,1,0.9963081479072571
16,2021-01-07,"sucedio durante una fiesta de nochevieja en cordoba para despedir 2019. victoria federica, 'en chandal', fue una de las asistentes. el protagonista del video nos cuenta lo sucedido desde mallorca, sin poder abrir un telefono saturado de notificaciones","happened during a New Year's Eve party in Cordoba to say goodbye 2019. federical victory, 'en chandal', was one of the attendees. the protagonist of the video tells us what happened since mallorca, without being able to open a telephone saturated with notifications",NGEL ORTIZ,0.7,0.813953488372093,noticia,1,elections,0.5448682308197021,0.9843115210533142,-1,-0.9843115210533142
17,2021-01-07,la escritora y premio letras del mediterraneo 2020 aborda los retos del genero o el papel de las administraciones,the writer and prize letters of the mediterraneum 2020 addresses the challenges of the genre or the role of the administrations,DANIEL VICENTE,0.7,0.813953488372093,noticia,1,music,0.6862729787826538,0.98079913854599,1,0.98079913854599
18,2021-01-07,la actuacion forma parte de su gira especial de 25 años y se desarrollara el domingo 22 de agosto en el club nautico de castellon,the performance is part of his special tour of 25 years and will take place on Sunday 22 August in the nautical club of castellon,EL MUNDO,0.77,0.8953488372093024,noticia,1,music,0.8748673796653748,0.9992424845695496,1,0.9992424845695496
19,2021-01-07,"con tan solo 23 años, podria convertirse en el ganador de uno de los botes mas grandes del programa, casi dos millones de euros.","At only 23 years old, he could become the winner of one of the biggest jackpots on the show, almost two million euros.",LOC,0.76,0.8837209302325582,noticia,1,coronavirus,0.5313431024551392,0.9972365498542786,1,0.9972365498542786
20,2021-01-07,"el cantante de primal scream aprovecha su nuevo disco junto a jehnny beth, 'utopian ashes', para adelantar parte de su autobiografia y pronosticar la desaparicion del reino unido por culpa del brexit","primal scream singer takes advantage of his new album along with jehnny beth, 'utopian ashes', to advance part of his autobiography and predict the disappearance of the united kingdom because of Brexit",ISMAEL MARINERO,0.77,0.8953488372093024,noticia,1,music,0.9669665098190308,0.9426630139350891,1,0.9426630139350891
21,2021-01-07,carmen maria machado escribe sobre su relacion toxica y el silencio archivistico entorno al maltrato domestico queer en la novela 'en la casa de los sueños',carmen maria machado writes about his toxic relationship and the archival silence surrounding domestic abuse queer in the novel 'in the house of dreams',LETICIA BLANCO,0.7,0.813953488372093,noticia,1,coronavirus,0.6146271228790283,0.9864501953125,1,0.9864501953125
22,2021-01-07,"la alhambra es un tesoro indispensable, pero en granada se unen ademas de historia y arte, tradicion, leyenda, musica... genuina y rabiosamente bella, la ciudad andaluza es siempre una delicia para el viajero que busca un poco de todo. la exploramos a traves de cinco tours guiados.","Alhambra is an indispensable treasure, but in pomegranate they are joined besides history and art, tradition, legend, music... genuine and rabidly beautiful, the Andalusian city is always a delight for the traveler who seeks a little of everything. we explore it through five guided tours.",EL MUNDO VIAJES,0.73,0.8488372093023255,noticia,1,music,0.8984944820404053,0.9997850060462952,1,0.9997850060462952
23,2021-01-07,"lucia fernanda. madrid, 1996. aunque haya decidido no utilizarlo en su nombre artistico, su apellido es carmona. palabras mayores. hija de antonio y nieta de juan el habichuela, confirma con su primer disco, yelem, que la saga continua.","lucia fernanda. madrid, 1996. although he has decided not to use it in his artistic name, his surname is carmona. older words. daughter of antonio and granddaughter of juan the bean, confirms with his first album, Yelem, that the saga continues.",IAKO DAZGUERRA,0.86,1.0,noticia,1,music,0.6917288303375244,0.9992308616638184,1,0.9992308616638184
24,2021-06-30,"maria del mar, una de las estudiantes confinadas en el hotel bellver de palma, cuenta en primera persona como estan viviendo la situacion.","Maria del Mar, one of the students confined to the hotel bellver de palma, tells in the first person how they are living the situation.",MANUEL FERNNDEZ,0.72,0.8372093023255813,noticia,1,music,0.4704473614692688,0.9885198473930359,1,0.9885198473930359
25,2021-06-30,"la recuperacion de 'tamoure', el primer libro de cuentos del escritor, publicado en 1965, recupera una 'rara avis' de su escritura y deja ver los antecedentes de su galaxia literaria","the recovery of 'tamoure', the first storybook of the writer, published in 1965, recovers a 'rare avis' of his writing and lets see the background of his literary galaxy",ANTONIO LUCAS,0.7,0.813953488372093,noticia,1,coronavirus,0.47698917984962463,0.9994391202926636,1,0.9994391202926636
26,2021-06-30,el pp emprende una tramitacion expres de la ley urbanistica que permita aprobar el proyecto antes de final de año y tener las manos libres para decidir cuando se pone fin a la legislatura. el psoe apela al reglamento y se niega a adelantar dos semanas el debate inicial en el parlamento,the pp undertakes an express process of the urban law that allows to approve the bill before the end of the year and have the hands free to decide when the end of the legislature is ended. the psoe appeals to the regulation and refuses to advance the initial debate in the parliament two weeks,TERESA LPEZ PAVN,0.7,0.813953488372093,noticia,1,coronavirus,0.4120265245437622,0.9916131496429443,-1,-0.9916131496429443
27,2021-06-30,"segun ha confirmado la banda en su perfil oficial de facebook, el compositor y flautista ha fallecido en madrid tras una larga enfermedad","As confirmed by the band in their official facebook profile, the composer and flutist has died in Madrid after a long illness",E,0.79,0.9186046511627908,noticia,1,music,0.9838537573814392,0.9983842968940735,-1,-0.9983842968940735
28,2021-06-30,"lidiar con el insomnio no es facil. mas de cuatro millones de españoles sufre problemas de sueño. evitar las pantallas, una alimentacion rica en triptofano y la meditacion ayudan a ponerle remedio.","dealing with insomnia is not easy. more than four million Spaniards suffer from sleep problems. avoid screens, a diet rich in tryptophan and meditation help to remedy it.",JESSICA NIETO,0.7,0.813953488372093,noticia,1,coronavirus,0.5149165391921997,0.9875825047492981,-1,-0.9875825047492981
29,2021-06-30,"una seleccion de los mejores descuentos y las ofertas que puedes encontrar hoy, 30 de junio, en amazon","a selection of the best discounts and offers you can find today, June 30, in Amazon",BAZAR,0.7,0.813953488372093,noticia,1,coronavirus,0.4639156460762024,0.9985537528991699,1,0.9985537528991699
30,2021-06-30,"los nuevos auriculares bluetooth para movil de sony tienen una gran calidad, una muy buena bateria e incluyen un avanzadisimo sistema de insonorizacion","the new bluetooth headphones for mobile sony have a great quality, a very good battery and include a very advanced soundproofing system",BRUNO TOLEDANO,0.73,0.8488372093023255,noticia,1,music,0.8964224457740784,0.9996228218078613,1,0.9996228218078613
31,2021-06-30,"samsung ha anunciado este martes el lanzamiento en españa de sus nuevas de barras de sonido de la serie q de 2021, una familia que cuenta con la tecnologia de sonido true dolby atmos y el sistema q-symphony para combinar canales de sonido.","samsung announced this Tuesday the launch in spain of its new sound bars of the series q of 2021, a family that has the sound technology true dolby atmos and the system q-symphony to combine sound channels.",EUROPA PRESS,0.7,0.813953488372093,noticia,1,music,0.6153237819671631,0.9958371520042419,1,0.9958371520042419
32,2021-06-30,la pionera del rap español presenta a sus 42 años unas memorias tremendas en las que asume contradicciones y fortalezas con una personalidad arrolladora,the pioneer of the Spanish rap presents to her 42 years a tremendous memories in which she assumes contradictions and strengths with an overwhelming personality,JOS FAJARDO,0.86,1.0,noticia,1,music,0.9547169208526611,0.9997727274894714,1,0.9997727274894714
33,2021-06-30,"cristina pedroche es una de las presentadoras mas famosas y, sobre todo, mas optimistas de la television española. ademas hemos descubierto que es una gran amante del cafe. ella va a ser la encargada de darnos una nueva forma de disfrutar de esta bebida: el cafe bailao, el carajillo de toda la vida ...","cristina pedroche is one of the most famous and, above all, most optimistic presenters of Spanish television. we have also discovered that she is a great lover of coffee. she will be in charge of giving us a new way to enjoy this drink: the coffee dance, the carajillo of all life ...",A GABRIEL,0.72,0.8372093023255813,noticia,1,coronavirus,0.4412945806980133,0.9997810125350952,1,0.9997810125350952
34,2021-06-30,"vin diesel protagoniza 'fast & furious 9', una pelicula de accion que se estrena en cines el 2 de julio","vin diesel starring 'fast & furious 9', an action film that premieres in cinemas on July 2nd",JAVIER ESTRADA,0.72,0.8372093023255813,noticia,1,coronavirus,0.8313006162643433,0.9979685544967651,1,0.9979685544967651
35,2021-06-30,"burjasot (valencia), 1993. estrella de la musica urbana y ex concursante de supervivientes, nyno vargas acaba de presentar su nuevo disco, el efecto nyno... continuara (warner).","burjasot (valencia), 1993. star of urban music and former survivor contestant, nyno vargas has just released his new album, the nyno effect... continue (warner).",DARO PRIETO,0.86,1.0,noticia,1,music,0.9720826745033264,0.9533525109291077,-1,-0.9533525109291077
36,2021-06-29,"en 1989, en españa morian 25 personas al dia en carretera; hoy son cinco. parte del merito es de este ingeniero que empezo a conducir un dos caballos y hoy es el director de trafico. 'mi mujer dice que llevo el coche sucio', dice la vispera de la 'operacion salida'","in 1989, in the Moorish spain 25 people a day on the road; today there are five. part of the merit is this engineer who started driving a two horse and today is the traffic director. 'My wife says I'm driving the dirty car', says the vispera of the 'exit operation'",PEDRO SIMN  FOTOS JAVI MARTNEZ,0.7,0.813953488372093,noticia,1,coronavirus,0.6250110864639282,0.9919251203536987,1,0.9919251203536987
37,2021-06-29,"'tienen la musica a todo volumen durante horas, tiran fruta por los balcones. es muy dificil para los que estan enfermos de verdad', relata uno de los huespedes que se encuentran en el hotel covid-19 donde se encuentran cientos de estudiantes del macrobrote de mallorca","'they have the music at full volume for hours, they throw fruit through the balconies.It is very difficult for those who are really sick', relates one of the guests who are in the hotel covid-19 where hundreds of students of the macro-breed of mallorca are found.",ANDREA FEDERICA DE CESCO CORRIERE DELLA SERA,0.76,0.8837209302325582,noticia,1,music,0.9547954201698303,0.9926972389221191,-1,-0.9926972389221191
38,2021-06-29,1.- el juez deniega conceder el 'habeas corpus' a los estudiantes retenidos en mallorca,1.- the judge refuses to grant 'habeas corpus' to students held in mallorca,EL MUNDO,0.7,0.813953488372093,noticia,1,coronavirus,0.566848635673523,0.9986162781715393,-1,-0.9986162781715393
39,2021-06-29,el primer ministro del peñon intervenia en el club siglo xxi cuando se ha escuchado el mensaje. algunas personas de la sala han aplaudido y picardo ha manifestado: 'ya empezamos',the Prime Minister of the peñon intervened in the club century xxi when the message has been heard. some people in the room have applauded and itchy has manifested: 'We have started',MARISOL HERNNDEZ,0.7,0.813953488372093,noticia,1,coronavirus,0.5889382362365723,0.9938506484031677,1,0.9938506484031677
40,2021-06-29,¿se dice oigo? ¿uigo? o ¿como? con la pregunta que muchos nos hemos hecho arranca la ultima campaña de la compañia de trenes low cost ouigo junto al cantante urbano maikel delacalle,Do you say I hear it? or how? with the question that many of us have asked ourselves starts the last campaign of the low cost train company ouigo next to the urban singer maikel delacalle,EL MUNDO,0.79,0.9186046511627908,noticia,1,music,0.8804153800010681,0.9871734976768494,-1,-0.9871734976768494
41,2021-06-29,"eeuu, irlanda y reino unido han solicitado una reunion de emergencia del consejo de seguridad de la onu sobre tigray, donde los combates continuan y 350.000 personas estan al borde de la hambruna","eeuu, ireland and united kingdom have requested an emergency meeting of the onu security council on tigray, where the fighting continues and 350,000 people are on the verge of famine",AFP,0.72,0.8372093023255813,noticia,1,coronavirus,0.5478226542472839,0.987962007522583,-1,-0.987962007522583
42,2021-06-29,sanidad registra 10.179 nuevos casos y 10 muertos y pasa de una incidencia de 95 casos el pasado viernes a 100 este lunes,"health records 10,179 new cases and 10 deaths and goes from an incidence of 95 cases last Friday to 100 this Monday",NOELIA MARN  ESTHER MUCIENTES  JAVIER MUNERA,0.7,0.813953488372093,noticia,1,coronavirus,0.763556182384491,0.9543434381484985,-1,-0.9543434381484985
43,2021-06-29,"lugares vinculados con la inquisicion, puntos donde se concentraban los asesinos a sueldo o el madrid que amaba alfonso xii son algunos de los 25 nuevos itinerarios guiados que propone el ayuntamiento.","places linked to the inquisition, points where the hired assassins were concentrated or the madrid that loved alfonso xii are some of the 25 new guided itineraries proposed by the city council.",M CANALES,0.72,0.8372093023255813,noticia,1,coronavirus,0.5524039268493652,0.9765917062759399,1,0.9765917062759399
44,2021-06-29,"andrea motis. barcelona, 1995. la cantante, trompetista y saxofonista afronta un verano cargado de conciertos. el pistoletazo de salida sera el 1 de julio en musica en segura. a todos los festivales acudira con su bebe de ocho meses.","andrea motis. barcelona, 1995. the singer, trumpeter and saxophonist faces a summer full of concerts. the starting gun will be on July 1 in music in safety. to all festivals will go with his eight-month-old baby.",SILVIA MORENO,0.86,1.0,noticia,1,music,0.9552040100097656,0.9892570972442627,1,0.9892570972442627
45,2021-06-28,"uno de los autores fundamentales del pop vuelve con 'hambre' tras perder a su madre por un brote de covid en una residencia. 'estos centros los llevan fondos buitre que no son almas de la caridad, que no buscan gente cualificada, sino gente con el menor sueldo posible', denuncia","one of the fundamental authors of pop returns with 'hungry' after losing his mother due to an outbreak of covid in a residence. 'These centers carry vulture funds that are not souls of charity, who do not seek qualified people, but people with the lowest possible salary', denounces",PEDRO SIMN  F B D,0.81,0.9418604651162792,noticia,1,music,0.8829390406608582,0.9911808967590332,-1,-0.9911808967590332
46,2021-06-28,"la hija mayor de alejandro sanz y jaydy michel, manuela sanchez, no suele ofrecer demasiada informacion sobre su ambito mas intimo en las redes sociales y, de hecho, desde que presentara espontaneamente a su novio, axel angulo, a sus seguidores de instagram el pasado mes de diciembre, no habia...","The eldest daughter of alexandro sanz and jaydy michel, manuela sanchez, does not usually offer too much information about her most intimate environment on social networks and, in fact, since she spontaneously introduced her boyfriend, axel angle, to her followers of instagram last December, there was no...",BANG,0.7,0.813953488372093,noticia,1,coronavirus,0.5773190855979919,0.998928427696228,-1,-0.998928427696228
47,2021-06-28,las emisiones de 'top star' siguen dejando momentos en los que la tonadillera da muestras de su sufrimiento ante su situacion familiar,the emissions of 'top star' continue to leave moments in which the tonadillera shows its suffering before its family situation,GTRES,0.72,0.8372093023255813,noticia,1,music,0.6316725611686707,0.6453532576560974,-1,-0.6453532576560974
48,2021-06-28,"a las puertas del teatro le espero un grupo de fans, pero tambien acudieron a manifestarse personas contrarias a la vacuna","At the doors of the theatre, a group of fans waited for him, but people opposed to the vaccine also came to demonstrate.",,0.76,0.8837209302325582,noticia,1,coronavirus,0.4842630922794342,0.9960073828697205,1,0.9960073828697205
49,2021-06-28,"la premiada autora, que recientemente ha publicado 'tras los pasos de jane austen', amadrina la feria romantica de benicàssim","the award-winning author, who recently published 'after the steps of jane austen', amadrina the romantic fair of benicàssim",DANIEL VICENTE,0.7,0.813953488372093,noticia,1,elections,0.34767746925354004,0.9978386759757996,1,0.9978386759757996
50,2021-06-28,cien raperos chinos se unen para componer una cancion de 15 minutos que celebra el centenario del partido comunista dentro de la estrategia del gobierno para captar al publico mas joven,100 Chinese rappers join together to compose a 15-minute song that celebrates the centennial of the Communist Party within the government's strategy to capture the youngest public,LUCAS DE LA CAL,0.86,1.0,noticia,1,music,0.9938461780548096,0.9992688894271851,1,0.9992688894271851
51,2021-06-28,"el escritor y director, que acaba de ser premiado en el festival de huesca, presenta 'alas de tiniebla', un nuevo y deslumbrante mediometraje dibujado sobre el fin de los tiempos","the writer and director, who has just been awarded in the festival of bone, presents 'wings of darkness', a new and dazzling half-length film drawn about the end of time",LUIS MARTNEZ,0.7,0.813953488372093,noticia,1,coronavirus,0.6146460175514221,0.9991741180419922,1,0.9991741180419922
52,2021-06-27,el genio de sevilla bordo el toreo frente a la heterodoxia del torero extremeño; sin suerte juan ortega en su presentacion: escucho tres avisos en el tercero,the genius of sevilla board the bullfighting in front of the heterodoxy of the bullfighter from Extremadura; without luck juan ortega in his presentation: I hear three notices in the third,L P,0.7,0.813953488372093,noticia,1,coronavirus,0.5443394184112549,0.9660555720329285,1,0.9660555720329285
53,2021-06-27,"la filtracion de una foto del presidente con el tipico 'pelocenicero' de quien no ha descubierto a beckham y un collar de cuentas comprado a un 'hippie' en ibiza nos retrotrae a la españa de aznar, ese tiempo en que fuimos felices","the leaking of a photo of the president with the typical 'pelocenicero' of who has not discovered beckham and a necklace of beads bought from a 'hippie' in ibiza takes us back to the spain of aznar, that time when we were happy",J B,0.74,0.8604651162790697,noticia,1,coronavirus,0.7982492446899414,0.9981556534767151,-1,-0.9981556534767151
54,2021-06-27,"la cartelera se renueva el 24 y 25 de junio con peliculas como operacion camaron, spirit: indomable o la vida de los demas.","the billboard is renewed on June 24 and 25 with films like operation shrimp, spirit: indomitable or the life of others.",JAVIER ESTRADA,0.7,0.813953488372093,noticia,1,coronavirus,0.42321160435676575,0.9339942932128906,1,0.9339942932128906
55,2021-06-27,"muchos de los participantes viajaron desde el norte del pais hasta la localidad de maleo, donde se celebraba una fiesta rave ilegal y que esta semana tuvo tres casos de esta variante","many of the participants traveled from the north of the country to the village of Maleo, where an illegal rave party was held and that this week had three cases of this variant",FRANCESCO GASTALDI  C  S,0.7,0.813953488372093,noticia,1,music,0.8961849808692932,0.9676501750946045,-1,-0.9676501750946045
56,2021-06-27,"a pesar de las restricciones por covid, la musica en directo nunca desaparecio de madrid","Despite the restrictions by covid, live music never disappeared from madrid",ROCO NAVARRO,0.86,1.0,noticia,1,music,0.9731214642524719,0.9981682896614075,1,0.9981682896614075
57,2021-06-27,españa se quita la mascarilla en exteriores en una semana en la que se recibiran mas de seis millones de dosis de vacunas contra el coronavirus y mientras el brote tras los viajes de curso a mallorca ya registra casos en ocho comunidades autonomas,spain removes the mask outdoors in a week in which more than six million doses of vaccines will be received against the coronavirus and while the outbreak after course trips to mallorca already records cases in eight autonomous communities,ISABEL VELLOSO  REBECA YANKE  JD M,0.7,0.813953488372093,noticia,1,coronavirus,0.9937730431556702,0.9603854417800903,-1,-0.9603854417800903
58,2021-06-27,hace una decada puso en marcha en marbella un nuevo modelo de festival estival de musica. ahora celebra su 10ª edicion tras sobrevivir a los efectos de la pandemia en la industria del espectaculo.,a decade ago he launched in marbella a new model of summer music festival. now celebrates his 10th edition after surviving the effects of the pandemic in the show industry.,DARO PRIETO,0.86,1.0,noticia,1,music,0.9875542521476746,0.9995698928833008,1,0.9995698928833008
59,2021-06-26,"la pelicula 'el poeta y el espia' recupera al carismatico italiano, quien despues de una vida de escritor y conquistador de mujeres creo en istria un estado protofascista en el que la musica y las ideas de nietzsche eran los principios fundamentales.","the film 'the poet and the spy' recovers the Italian charismatic, who after a life of writer and conqueror of women created in isria a protofascist state in which music and the ideas of nietzsche were the fundamental principles.",DARO PRIETO,0.74,0.8604651162790697,noticia,1,music,0.7894101738929749,0.998959481716156,1,0.998959481716156
60,2021-06-26,apple cuestiona en un largo informe la viabilidad del uso de apps instaladas por vias no oficiales en sus dispositivos moviles,apple questions in a long report the feasibility of using apps installed by unofficial roads on their mobile devices,NGEL JIMNEZ DE LUIS,0.7,0.813953488372093,noticia,1,coronavirus,0.4882916808128357,0.9911746382713318,-1,-0.9911746382713318
61,2021-06-26,"ha sido anfitriona de elizabeth taylor, de sean connery, de prince... de todas las estrellas que han pasado por la costa del sol. hoy hace balance con loc de estos meses de pandemia: 'he perdido entre 3 y 4 millones'.","has been host to elizabeth taylor, be connery, prince... of all the stars that have passed through the coast of the sun. Today it balances with the loc of these pandemic months: 'I have lost between 3 and 4 million'.",L F R,0.73,0.8488372093023255,noticia,1,coronavirus,0.42240485548973083,0.9277023077011108,1,0.9277023077011108
62,2021-06-26,"tras un 2020 marcado por la pandemia, en el que las fiestas del orgullo lgtbiqa+ tuvieron que celebrarse a traves de videoconferencias y eventos online, esta semana las calles de madrid volveran a lucir las banderas arcoiris.","after a 2020 marked by the pandemic, in which the feasts of pride lgtbiqa+ had to be held through videoconferences and online events, this week the streets of madrid will once again wear rainbow flags.",ISMAEL MARINERO,0.76,0.8837209302325582,noticia,1,coronavirus,0.6284037232398987,0.9719475507736206,1,0.9719475507736206
63,2021-06-25,"el director de cine convierte en novela su ultima pelicula, 'erase una vez en... hollywood'","The film director turns his last film into a novel, 'once upon a time in... hollywood'",L M,0.76,0.8837209302325582,noticia,1,coronavirus,0.5980811715126038,0.9668671488761902,1,0.9668671488761902
64,2021-06-25,"el verano pasado apenas se pudo disfrutar del emblematico encuentro por las medidas sanitarias pero, en esta ocasion, se han vendido ya 32.000 entradas","Last summer we could hardly enjoy the emblematic meeting for sanitary measures but, in this occasion, 32,000 tickets have already been sold",DAVID VIGARIO,0.72,0.8372093023255813,noticia,1,coronavirus,0.6319579482078552,0.9831156134605408,-1,-0.9831156134605408
65,2021-06-25,el pais que mas rapido avanzo en la campaña de vacunacion se ve obligado a dar un paso atras ante la irrupcion de la mutacion del virus,the country that has made the most rapid progress in the vaccination campaign is forced to take a step back in the face of the outbreak of the mutation of the virus,SAL EMERGUI,0.7,0.813953488372093,noticia,1,coronavirus,0.7424466609954834,0.9925733804702759,-1,-0.9925733804702759
66,2021-06-25,los artistas han vuelto a trabajar juntos en una rumba tropical para la cual han grabado un divertido clip,artists have returned to work together in a tropical rumba for which they have recorded a fun clip,TRESB,0.76,0.8837209302325582,noticia,1,music,0.9958813786506653,0.9985002875328064,1,0.9985002875328064
